piste.name,piste.created_at,piste.updated_at,sample.state,sample.created_at,sample.updated_at
Cabane,2017-11-18 14:14:37 UTC,2017-11-18 14:14:37 UTC,open,2018-12-17 10:03:28 UTC,2018-12-17 10:03:28 UTC
Gentianes,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-17 10:03:28 UTC,2018-12-17 10:03:28 UTC
Gentianes - La Chaux,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-17 10:03:29 UTC,2018-12-17 10:03:29 UTC
Mt - Fort,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-17 10:03:29 UTC,2018-12-17 10:03:29 UTC
Cabane,2017-11-18 14:14:37 UTC,2017-11-18 14:14:37 UTC,open,2018-12-18 07:12:35 UTC,2018-12-18 07:12:35 UTC
Gentianes,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-18 07:12:35 UTC,2018-12-18 07:12:35 UTC
Gentianes - La Chaux,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-18 07:12:35 UTC,2018-12-18 07:12:35 UTC
Mt - Fort,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-18 07:12:35 UTC,2018-12-18 07:12:35 UTC
Gentianes - Tortin,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-18 07:12:35 UTC,2018-12-18 07:12:35 UTC
Chaux bleue,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-08 07:12:30 UTC,2018-12-08 07:12:30 UTC
Chaux bleue,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,closed,2018-12-09 12:04:13 UTC,2018-12-09 12:04:13 UTC
Lacs bleue,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-11-11 16:12:26 UTC,2018-11-11 16:12:26 UTC
Lacs bleue,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-05 07:12:29 UTC,2018-12-05 07:12:29 UTC
Lacs bleue,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-06 07:12:33 UTC,2018-12-06 07:12:33 UTC
Attelas,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-03 09:03:44 UTC,2018-12-03 09:03:44 UTC
Lacs rouge,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-11-11 16:12:26 UTC,2018-11-11 16:12:26 UTC
Attelas,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-05 07:12:29 UTC,2018-12-05 07:12:29 UTC
Lacs bleue,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-08 07:12:30 UTC,2018-12-08 07:12:30 UTC
Lacs rouge,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-05 07:12:29 UTC,2018-12-05 07:12:29 UTC
Attelas,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-06 07:12:33 UTC,2018-12-06 07:12:33 UTC
Chaux bleue,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-11 08:04:25 UTC,2018-12-11 08:04:25 UTC
Lacs rouge,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-06 07:12:33 UTC,2018-12-06 07:12:33 UTC
Attelas,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-08 07:12:30 UTC,2018-12-08 07:12:30 UTC
Lacs bleue,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,closed,2018-12-09 12:04:13 UTC,2018-12-09 12:04:13 UTC
Lacs rouge,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-08 07:12:30 UTC,2018-12-08 07:12:30 UTC
Chaux rouge,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-08 07:12:30 UTC,2018-12-08 07:12:30 UTC
Chaux bleue,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-14 07:12:34 UTC,2018-12-14 07:12:34 UTC
Attelas,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,closed,2018-12-09 12:04:14 UTC,2018-12-09 12:04:14 UTC
Lacs bleue,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-11 08:04:25 UTC,2018-12-11 08:04:25 UTC
Lacs noire,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-08 07:12:30 UTC,2018-12-08 07:12:30 UTC
Lacs rouge,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,closed,2018-12-09 12:04:14 UTC,2018-12-09 12:04:14 UTC
Chaux rouge,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,closed,2018-12-09 12:04:14 UTC,2018-12-09 12:04:14 UTC
Cabane,2017-11-18 14:14:37 UTC,2017-11-18 14:14:37 UTC,in_preparation,2018-12-18 15:32:27 UTC,2018-12-18 15:32:27 UTC
Attelas,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-11 08:04:25 UTC,2018-12-11 08:04:25 UTC
Lacs bleue,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-14 07:12:34 UTC,2018-12-14 07:12:34 UTC
Lacs noire,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,closed,2018-12-09 12:04:14 UTC,2018-12-09 12:04:14 UTC
Lacs rouge,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-11 08:04:25 UTC,2018-12-11 08:04:25 UTC
Chaux rouge,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-11 08:04:25 UTC,2018-12-11 08:04:25 UTC
Gentianes,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-18 15:32:27 UTC,2018-12-18 15:32:27 UTC
Attelas,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-14 07:12:34 UTC,2018-12-14 07:12:34 UTC
Combe du Nord,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-08 07:12:30 UTC,2018-12-08 07:12:30 UTC
Gentianes - La Chaux,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-18 15:32:27 UTC,2018-12-18 15:32:27 UTC
Lacs noire,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-11 08:04:25 UTC,2018-12-11 08:04:25 UTC
Lacs rouge,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-14 07:12:34 UTC,2018-12-14 07:12:34 UTC
Coeur,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-08 08:04:14 UTC,2018-12-08 08:04:14 UTC
Chaux rouge,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-14 07:12:34 UTC,2018-12-14 07:12:34 UTC
Mt - Fort,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-18 15:32:27 UTC,2018-12-18 15:32:27 UTC
Combe du Nord,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-08 08:04:14 UTC,2018-12-08 08:04:14 UTC
Gentianes - Tortin,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-18 15:32:27 UTC,2018-12-18 15:32:27 UTC
Cabane,2017-11-18 14:14:37 UTC,2017-11-18 14:14:37 UTC,open,2018-12-26 07:12:11 UTC,2018-12-26 07:12:11 UTC
Lacs noire,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-14 07:12:34 UTC,2018-12-14 07:12:34 UTC
Gentianes,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-26 07:12:11 UTC,2018-12-26 07:12:11 UTC
Coeur,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-09 15:03:57 UTC,2018-12-09 15:03:57 UTC
Gentianes - La Chaux,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-26 07:12:11 UTC,2018-12-26 07:12:11 UTC
Chassoure - Tortin,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-14 07:12:34 UTC,2018-12-14 07:12:34 UTC
Combe du Nord,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-09 15:03:57 UTC,2018-12-09 15:03:57 UTC
Mt - Fort,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-26 07:12:11 UTC,2018-12-26 07:12:11 UTC
Lacs bleue,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-01 15:52:26 UTC,2018-12-01 15:52:26 UTC
Gentianes - Tortin,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-26 07:12:11 UTC,2018-12-26 07:12:11 UTC
Attelas,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-01 15:52:26 UTC,2018-12-01 15:52:26 UTC
Cabane,2017-11-18 14:14:37 UTC,2017-11-18 14:14:37 UTC,in_preparation,2019-01-16 16:03:17 UTC,2019-01-16 16:03:17 UTC
Lacs rouge,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-01 15:52:26 UTC,2018-12-01 15:52:26 UTC
Rouge,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,closed,2018-12-25 09:03:19 UTC,2018-12-25 09:03:19 UTC
Coeur,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-14 07:12:34 UTC,2018-12-14 07:12:34 UTC
Esserts,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-21 16:03:19 UTC,2018-12-21 16:03:19 UTC
Mont - Gelé,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-17 08:03:34 UTC,2018-12-17 08:03:34 UTC
Combe du Nord,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-14 07:12:34 UTC,2018-12-14 07:12:34 UTC
Mont - Gelé,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,closed,2018-12-17 10:03:29 UTC,2018-12-17 10:03:29 UTC
Etiértses,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-21 16:03:19 UTC,2018-12-21 16:03:19 UTC
Chaux bleue,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-21 16:03:19 UTC,2018-12-21 16:03:19 UTC
Taillay,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-17 08:03:35 UTC,2018-12-17 08:03:35 UTC
Planards - Carrefour,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-17 08:03:35 UTC,2018-12-17 08:03:35 UTC
Coeur,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-17 08:03:35 UTC,2018-12-17 08:03:35 UTC
Saxon,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-17 08:03:35 UTC,2018-12-17 08:03:35 UTC
Route de Médran,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-21 16:03:19 UTC,2018-12-21 16:03:19 UTC
Combe du Nord,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-17 08:03:35 UTC,2018-12-17 08:03:35 UTC
Tournelle,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-17 08:03:35 UTC,2018-12-17 08:03:35 UTC
Sud,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-17 08:03:35 UTC,2018-12-17 08:03:35 UTC
Lacs bleue,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-21 16:03:20 UTC,2018-12-21 16:03:20 UTC
Hattey,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-21 16:03:20 UTC,2018-12-21 16:03:20 UTC
Attelas,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-21 16:03:20 UTC,2018-12-21 16:03:20 UTC
Fontanet,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-21 16:03:20 UTC,2018-12-21 16:03:20 UTC
Chaux bleue,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-10 10:52:27 UTC,2018-12-10 10:52:27 UTC
Lacs rouge,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-21 16:03:20 UTC,2018-12-21 16:03:20 UTC
Lacs bleue,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-10 08:52:28 UTC,2018-12-10 08:52:28 UTC
Chaux rouge,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-21 16:03:20 UTC,2018-12-21 16:03:20 UTC
Attelas,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-10 08:52:28 UTC,2018-12-10 08:52:28 UTC
Combe,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-21 16:03:20 UTC,2018-12-21 16:03:20 UTC
Lacs rouge,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-10 08:52:28 UTC,2018-12-10 08:52:28 UTC
FIS,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-21 16:03:20 UTC,2018-12-21 16:03:20 UTC
Gentianes,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2019-01-16 16:03:17 UTC,2019-01-16 16:03:17 UTC
Lacs noire,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-21 16:03:20 UTC,2018-12-21 16:03:20 UTC
Cabane,2017-11-18 14:14:37 UTC,2017-11-18 14:14:37 UTC,in_preparation,2018-12-15 14:42:12 UTC,2018-12-15 14:42:12 UTC
Chaux rouge,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-09 08:52:37 UTC,2018-12-09 08:52:37 UTC
Lacs noire,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-10 08:52:28 UTC,2018-12-10 08:52:28 UTC
Gentianes,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-15 14:42:12 UTC,2018-12-15 14:42:12 UTC
Gentianes - La Chaux,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-15 14:42:12 UTC,2018-12-15 14:42:12 UTC
Mt - Fort,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-15 14:42:12 UTC,2018-12-15 14:42:12 UTC
Vallon d'Arbi,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-21 16:03:20 UTC,2018-12-21 16:03:20 UTC
Lacs noire,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-16 15:32:15 UTC,2018-12-16 15:32:15 UTC
Mont - Gelé,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-20 15:03:36 UTC,2018-12-20 15:03:36 UTC
Mont - Gelé,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-21 16:03:20 UTC,2018-12-21 16:03:20 UTC
Etiértses,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-14 09:52:17 UTC,2018-12-14 09:52:17 UTC
Chassoure - Tortin,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-16 15:32:15 UTC,2018-12-16 15:32:15 UTC
Esserts,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-26 07:12:11 UTC,2018-12-26 07:12:11 UTC
Pasay  -  Monneyeux  -  La Côt,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-18 07:12:36 UTC,2018-12-18 07:12:36 UTC
Taillay,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-16 15:32:15 UTC,2018-12-16 15:32:15 UTC
Coeur,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-11 07:52:28 UTC,2018-12-11 07:52:28 UTC
Planards - Carrefour,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-16 15:32:15 UTC,2018-12-16 15:32:15 UTC
Coeur,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-16 15:32:15 UTC,2018-12-16 15:32:15 UTC
Combe du Nord,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-11 07:52:28 UTC,2018-12-11 07:52:28 UTC
Saxon,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-16 15:32:15 UTC,2018-12-16 15:32:15 UTC
Moay,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-18 07:12:36 UTC,2018-12-18 07:12:36 UTC
Combe,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-14 09:52:18 UTC,2018-12-14 09:52:18 UTC
Combe du Nord,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-16 15:32:15 UTC,2018-12-16 15:32:15 UTC
Tournelle,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-16 15:32:15 UTC,2018-12-16 15:32:15 UTC
Sud,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-16 15:32:15 UTC,2018-12-16 15:32:15 UTC
Grand Tsai,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-18 07:12:36 UTC,2018-12-18 07:12:36 UTC
Pasay  -  Monneyeux  -  La Côt,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-16 15:32:15 UTC,2018-12-16 15:32:15 UTC
Sur le Six,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-18 07:12:36 UTC,2018-12-18 07:12:36 UTC
Mont - Gelé,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-15 14:42:13 UTC,2018-12-15 14:42:13 UTC
Grand Tsai,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-16 15:32:15 UTC,2018-12-16 15:32:15 UTC
Sur le Six,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-16 15:32:15 UTC,2018-12-16 15:32:15 UTC
Pissevache,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-16 15:32:15 UTC,2018-12-16 15:32:15 UTC
Pasay,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-16 15:32:15 UTC,2018-12-16 15:32:15 UTC
Pissevache,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-18 07:12:36 UTC,2018-12-18 07:12:36 UTC
Pasay,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-18 07:12:36 UTC,2018-12-18 07:12:36 UTC
Les Otanes,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-18 07:12:36 UTC,2018-12-18 07:12:36 UTC
Chaux bleue,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-24 09:12:15 UTC,2018-12-24 09:12:15 UTC
Etiértses,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-26 07:12:11 UTC,2018-12-26 07:12:11 UTC
Lacs bleue,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-24 09:12:15 UTC,2018-12-24 09:12:15 UTC
Chaux bleue,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-26 07:12:11 UTC,2018-12-26 07:12:11 UTC
Attelas,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-24 09:12:15 UTC,2018-12-24 09:12:15 UTC
Pasay  -  Monneyeux  -  La Côt,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-18 15:32:27 UTC,2018-12-18 15:32:27 UTC
Moay,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-18 15:32:27 UTC,2018-12-18 15:32:27 UTC
Fontanet,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-22 08:03:43 UTC,2018-12-22 08:03:43 UTC
Sur le Six,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-18 15:32:28 UTC,2018-12-18 15:32:28 UTC
Pissevache,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-18 15:32:28 UTC,2018-12-18 15:32:28 UTC
Pasay,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-18 15:32:28 UTC,2018-12-18 15:32:28 UTC
Les Otanes,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-18 15:32:28 UTC,2018-12-18 15:32:28 UTC
Route de Médran,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-26 07:12:11 UTC,2018-12-26 07:12:11 UTC
Lacs rouge,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,closed,2018-12-24 09:12:15 UTC,2018-12-24 09:12:15 UTC
Esserts,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-17 07:22:35 UTC,2018-12-17 07:22:35 UTC
Etiértses,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-17 07:22:35 UTC,2018-12-17 07:22:35 UTC
Chaux bleue,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-09 10:12:41 UTC,2018-12-09 10:12:41 UTC
Chaux bleue,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-12 07:12:25 UTC,2018-12-12 07:12:25 UTC
Lacs bleue,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-11-01 16:12:25 UTC,2018-11-01 16:12:25 UTC
Lacs bleue,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-03 07:12:20 UTC,2018-12-03 07:12:20 UTC
Lacs bleue,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-07 07:12:27 UTC,2018-12-07 07:12:27 UTC
Attelas,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-03 07:12:20 UTC,2018-12-03 07:12:20 UTC
Lacs rouge,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-11-01 16:12:25 UTC,2018-11-01 16:12:25 UTC
Chaux bleue,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-17 07:22:35 UTC,2018-12-17 07:22:35 UTC
Lacs rouge,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-03 07:12:20 UTC,2018-12-03 07:12:20 UTC
Attelas,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-07 07:12:27 UTC,2018-12-07 07:12:27 UTC
Lacs bleue,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-09 16:12:41 UTC,2018-12-09 16:12:41 UTC
Lacs rouge,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-04 09:12:22 UTC,2018-12-04 09:12:22 UTC
Lacs rouge,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-07 07:12:27 UTC,2018-12-07 07:12:27 UTC
Lacs bleue,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-12 07:12:26 UTC,2018-12-12 07:12:26 UTC
Attelas,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-09 16:12:41 UTC,2018-12-09 16:12:41 UTC
Route de Médran,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-17 07:22:35 UTC,2018-12-17 07:22:35 UTC
Lacs rouge,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-09 16:12:41 UTC,2018-12-09 16:12:41 UTC
Attelas,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-12 07:12:26 UTC,2018-12-12 07:12:26 UTC
Lacs bleue,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-17 07:22:35 UTC,2018-12-17 07:22:35 UTC
Lacs rouge,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-12 07:12:26 UTC,2018-12-12 07:12:26 UTC
Chaux rouge,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-12 07:12:26 UTC,2018-12-12 07:12:26 UTC
Lacs noire,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-09 16:12:41 UTC,2018-12-09 16:12:41 UTC
Esserts,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-18 07:22:23 UTC,2018-12-18 07:22:23 UTC
Attelas,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-17 07:22:35 UTC,2018-12-17 07:22:35 UTC
Fontanet,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-17 07:22:36 UTC,2018-12-17 07:22:36 UTC
Lacs noire,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-12 07:12:26 UTC,2018-12-12 07:12:26 UTC
Lacs rouge,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-17 07:22:36 UTC,2018-12-17 07:22:36 UTC
Chaux rouge,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-17 07:22:36 UTC,2018-12-17 07:22:36 UTC
Chassoure - Tortin,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2018-12-12 07:12:26 UTC,2018-12-12 07:12:26 UTC
Combe,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-17 07:22:36 UTC,2018-12-17 07:22:36 UTC
Etiértses,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-18 07:22:23 UTC,2018-12-18 07:22:23 UTC
Chaux bleue,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-18 07:22:23 UTC,2018-12-18 07:22:23 UTC
Lacs noire,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2018-12-17 07:22:36 UTC,2018-12-17 07:22:36 UTC
