piste.name,piste.created_at,piste.updated_at,sample.state,sample.created_at,sample.updated_at
Taillay,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2019-03-27 16:22:21 UTC,2019-03-27 16:22:21 UTC
Planards - Carrefour,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2019-03-27 16:22:21 UTC,2019-03-27 16:22:21 UTC
Coeur,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2019-03-27 16:22:21 UTC,2019-03-27 16:22:21 UTC
Saxon,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2019-03-27 16:22:21 UTC,2019-03-27 16:22:21 UTC
Etablons,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2019-03-27 16:22:21 UTC,2019-03-27 16:22:21 UTC
Combe du Nord,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2019-03-27 16:22:21 UTC,2019-03-27 16:22:21 UTC
Tournelle,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2019-03-27 16:22:21 UTC,2019-03-27 16:22:21 UTC
Sud,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2019-03-27 16:22:21 UTC,2019-03-27 16:22:21 UTC
Saxon,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2019-04-02 15:12:28 UTC,2019-04-02 15:12:28 UTC
Monneyeux,2019-03-27 10:32:35 UTC,2019-03-27 10:32:35 UTC,in_preparation,2019-03-27 16:22:21 UTC,2019-03-27 16:22:21 UTC
Moay,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2019-03-27 16:22:21 UTC,2019-03-27 16:22:21 UTC
Vallon d'Arbi,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,open,2019-03-20 08:03:44 UTC,2019-03-20 08:03:44 UTC
Vallon d'Arbi,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,closed,2019-03-20 15:03:37 UTC,2019-03-20 15:03:37 UTC
Grand - Tsai,2019-03-27 10:32:35 UTC,2019-03-27 10:32:35 UTC,in_preparation,2019-03-27 16:22:21 UTC,2019-03-27 16:22:21 UTC
Etablons,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2019-04-02 15:12:28 UTC,2019-04-02 15:12:28 UTC
Combe du Nord,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2019-04-02 15:12:28 UTC,2019-04-02 15:12:28 UTC
Tournelle,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2019-04-02 15:12:28 UTC,2019-04-02 15:12:28 UTC
Sud,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2019-04-02 15:12:29 UTC,2019-04-02 15:12:29 UTC
Monneyeux,2019-03-27 10:32:35 UTC,2019-03-27 10:32:35 UTC,in_preparation,2019-04-02 15:12:29 UTC,2019-04-02 15:12:29 UTC
Moay,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2019-04-02 15:12:29 UTC,2019-04-02 15:12:29 UTC
Grand - Tsai,2019-03-27 10:32:35 UTC,2019-03-27 10:32:35 UTC,in_preparation,2019-04-02 15:12:29 UTC,2019-04-02 15:12:29 UTC
Sur le Six,2017-11-18 14:14:38 UTC,2017-11-18 14:14:38 UTC,in_preparation,2019-04-02 15:12:29 UTC,2019-04-02 15:12:29 UTC
