piste.name,piste.created_at,piste.updated_at,sample.state,sample.created_at,sample.updated_at
Les Otanes,2016-03-06 23:52:19 UTC,2016-03-06 23:52:19 UTC,open,2017-02-23 07:13:10 UTC,2017-02-23 07:13:10 UTC
Le Rouge,2016-03-06 23:52:17 UTC,2016-03-06 23:52:17 UTC,open,2017-02-26 07:04:15 UTC,2017-02-26 07:04:15 UTC
Les Esserts,2016-03-06 23:52:17 UTC,2016-03-06 23:52:17 UTC,open,2017-02-26 07:04:15 UTC,2017-02-26 07:04:15 UTC
Etiértses,2016-03-06 23:52:17 UTC,2016-03-06 23:52:17 UTC,open,2017-02-26 07:04:15 UTC,2017-02-26 07:04:15 UTC
Chaux,2016-03-06 23:52:17 UTC,2016-03-06 23:52:17 UTC,open,2017-02-26 07:04:15 UTC,2017-02-26 07:04:15 UTC
Lacs bleue,2017-01-10 13:42:54 UTC,2017-01-10 13:42:54 UTC,open,2017-02-26 07:04:15 UTC,2017-02-26 07:04:15 UTC
Combe,2016-10-20 13:42:25 UTC,2016-10-20 13:42:25 UTC,open,2017-02-27 07:12:58 UTC,2017-02-27 07:12:58 UTC
Attelas,2016-03-06 23:52:17 UTC,2016-03-06 23:52:17 UTC,open,2017-02-26 07:04:15 UTC,2017-02-26 07:04:15 UTC
Fontanet,2016-03-06 23:52:17 UTC,2016-03-06 23:52:17 UTC,open,2017-02-26 07:04:15 UTC,2017-02-26 07:04:15 UTC
Lacs rouge,2017-01-10 13:42:54 UTC,2017-01-10 13:42:54 UTC,open,2017-02-26 07:04:15 UTC,2017-02-26 07:04:15 UTC
Cabane,2016-10-20 13:42:25 UTC,2016-10-20 13:42:25 UTC,open,2017-02-27 07:12:58 UTC,2017-02-27 07:12:58 UTC
FIS,2016-03-06 23:52:18 UTC,2016-03-06 23:52:18 UTC,open,2017-02-26 07:04:15 UTC,2017-02-26 07:04:15 UTC
Les Moulins,2016-03-06 23:52:17 UTC,2016-03-06 23:52:17 UTC,open,2017-02-27 07:12:58 UTC,2017-02-27 07:12:58 UTC
Lacs noire,2017-01-10 13:42:54 UTC,2017-01-10 13:42:54 UTC,open,2017-02-26 07:04:15 UTC,2017-02-26 07:04:15 UTC
Route de Médran,2016-03-06 23:52:17 UTC,2016-03-06 23:52:17 UTC,open,2017-02-26 07:04:15 UTC,2017-02-26 07:04:15 UTC
Vallon d'Arbi,2016-03-06 23:52:18 UTC,2016-03-06 23:52:18 UTC,closed,2017-02-23 15:04:07 UTC,2017-02-23 15:04:07 UTC
Le Rouge,2016-03-06 23:52:17 UTC,2016-03-06 23:52:17 UTC,open,2017-02-27 07:12:58 UTC,2017-02-27 07:12:58 UTC
Gentianes,2016-03-06 23:52:17 UTC,2016-03-06 23:52:17 UTC,open,2017-02-15 07:22:41 UTC,2017-02-15 07:22:41 UTC
Les Gentianes - La Chaux,2016-03-06 23:52:17 UTC,2016-03-06 23:52:17 UTC,open,2017-02-15 07:22:41 UTC,2017-02-15 07:22:41 UTC
Mt - Fort,2016-03-06 23:52:17 UTC,2016-03-06 23:52:17 UTC,open,2017-02-15 07:22:41 UTC,2017-02-15 07:22:41 UTC
Gentianes - Tortin,2016-03-06 23:52:17 UTC,2016-03-06 23:52:17 UTC,open,2017-02-15 07:22:41 UTC,2017-02-15 07:22:41 UTC
Combe,2016-10-20 13:42:25 UTC,2016-10-20 13:42:25 UTC,open,2017-02-15 07:22:41 UTC,2017-02-15 07:22:41 UTC
Cabane,2016-10-20 13:42:25 UTC,2016-10-20 13:42:25 UTC,open,2017-02-15 07:22:41 UTC,2017-02-15 07:22:41 UTC
Les Moulins,2016-03-06 23:52:17 UTC,2016-03-06 23:52:17 UTC,open,2017-02-15 07:22:41 UTC,2017-02-15 07:22:41 UTC
Le Rouge,2016-03-06 23:52:17 UTC,2016-03-06 23:52:17 UTC,open,2017-02-15 07:22:41 UTC,2017-02-15 07:22:41 UTC
Les Esserts,2016-03-06 23:52:17 UTC,2016-03-06 23:52:17 UTC,open,2017-02-15 07:22:41 UTC,2017-02-15 07:22:41 UTC
Etiértses,2016-03-06 23:52:17 UTC,2016-03-06 23:52:17 UTC,open,2017-02-15 07:22:41 UTC,2017-02-15 07:22:41 UTC
Chaux,2016-03-06 23:52:17 UTC,2016-03-06 23:52:17 UTC,open,2017-02-15 07:22:41 UTC,2017-02-15 07:22:41 UTC
Lacs bleue,2017-01-10 13:42:54 UTC,2017-01-10 13:42:54 UTC,open,2017-02-15 07:22:41 UTC,2017-02-15 07:22:41 UTC
Hattey,2016-03-06 23:52:17 UTC,2016-03-06 23:52:17 UTC,open,2017-02-15 07:22:41 UTC,2017-02-15 07:22:41 UTC
Attelas,2016-03-06 23:52:17 UTC,2016-03-06 23:52:17 UTC,open,2017-02-15 07:22:41 UTC,2017-02-15 07:22:41 UTC
Fontanet,2016-03-06 23:52:17 UTC,2016-03-06 23:52:17 UTC,open,2017-02-15 07:22:41 UTC,2017-02-15 07:22:41 UTC
Lacs rouge,2017-01-10 13:42:54 UTC,2017-01-10 13:42:54 UTC,open,2017-02-15 07:22:41 UTC,2017-02-15 07:22:41 UTC
Mont - Gelé,2016-03-06 23:52:18 UTC,2016-03-06 23:52:18 UTC,open,2017-02-26 07:04:15 UTC,2017-02-26 07:04:15 UTC
FIS,2016-03-06 23:52:18 UTC,2016-03-06 23:52:18 UTC,open,2017-02-15 07:22:41 UTC,2017-02-15 07:22:41 UTC
Les Profs,2016-03-06 23:52:18 UTC,2016-03-06 23:52:18 UTC,open,2017-02-15 07:22:41 UTC,2017-02-15 07:22:41 UTC
Lacs noire,2017-01-10 13:42:54 UTC,2017-01-10 13:42:54 UTC,open,2017-02-15 07:22:41 UTC,2017-02-15 07:22:41 UTC
Route de Médran,2016-03-06 23:52:17 UTC,2016-03-06 23:52:17 UTC,open,2017-02-15 07:22:41 UTC,2017-02-15 07:22:41 UTC
Vallon d'Arbi,2016-03-06 23:52:18 UTC,2016-03-06 23:52:18 UTC,open,2017-02-15 07:22:41 UTC,2017-02-15 07:22:41 UTC
Mont - Gelé,2016-03-06 23:52:18 UTC,2016-03-06 23:52:18 UTC,open,2017-02-15 07:22:41 UTC,2017-02-15 07:22:41 UTC
Chassoure - Tortin,2016-03-06 23:52:18 UTC,2016-03-06 23:52:18 UTC,open,2017-02-15 07:22:41 UTC,2017-02-15 07:22:41 UTC
Col des Mines,2016-03-06 23:52:18 UTC,2016-03-06 23:52:18 UTC,open,2017-02-15 07:22:42 UTC,2017-02-15 07:22:42 UTC
Clambin,2016-03-06 23:52:18 UTC,2016-03-06 23:52:18 UTC,open,2017-02-15 07:22:42 UTC,2017-02-15 07:22:42 UTC
Taillay,2016-03-06 23:52:18 UTC,2016-03-06 23:52:18 UTC,open,2017-02-15 07:22:42 UTC,2017-02-15 07:22:42 UTC
Planards - Carrefour,2016-03-06 23:52:18 UTC,2016-03-06 23:52:18 UTC,open,2017-02-15 07:22:42 UTC,2017-02-15 07:22:42 UTC
Coeur,2016-03-06 23:52:18 UTC,2016-03-06 23:52:18 UTC,open,2017-02-15 07:22:42 UTC,2017-02-15 07:22:42 UTC
Saxon,2016-03-06 23:52:18 UTC,2016-03-06 23:52:18 UTC,open,2017-02-15 07:22:42 UTC,2017-02-15 07:22:42 UTC
Etablons,2016-03-06 23:52:18 UTC,2016-03-06 23:52:18 UTC,open,2017-02-15 07:22:42 UTC,2017-02-15 07:22:42 UTC
Combe du Nord,2016-03-06 23:52:18 UTC,2016-03-06 23:52:18 UTC,open,2017-02-15 07:22:42 UTC,2017-02-15 07:22:42 UTC
Tournelle,2016-03-06 23:52:18 UTC,2016-03-06 23:52:18 UTC,open,2017-02-15 07:22:42 UTC,2017-02-15 07:22:42 UTC
Sud,2016-03-06 23:52:18 UTC,2016-03-06 23:52:18 UTC,open,2017-02-15 07:22:42 UTC,2017-02-15 07:22:42 UTC
Col des Mines,2016-03-06 23:52:18 UTC,2016-03-06 23:52:18 UTC,closed,2017-02-23 15:04:07 UTC,2017-02-23 15:04:07 UTC
Moay,2016-03-06 23:52:18 UTC,2016-03-06 23:52:18 UTC,open,2017-02-15 07:22:42 UTC,2017-02-15 07:22:42 UTC
Grand Tsai,2016-03-06 23:52:18 UTC,2016-03-06 23:52:18 UTC,open,2017-02-15 07:22:42 UTC,2017-02-15 07:22:42 UTC
Pasay,2016-03-06 23:52:19 UTC,2016-03-06 23:52:19 UTC,open,2017-02-15 07:22:42 UTC,2017-02-15 07:22:42 UTC
Monneyeux - La Côt,2016-03-06 23:52:19 UTC,2016-03-06 23:52:19 UTC,open,2017-02-15 07:22:42 UTC,2017-02-15 07:22:42 UTC
Sur le Six,2016-10-20 11:32:38 UTC,2016-10-20 11:32:38 UTC,open,2017-02-15 07:22:42 UTC,2017-02-15 07:22:42 UTC
Pissevache,2016-03-06 23:52:19 UTC,2016-03-06 23:52:19 UTC,open,2017-02-15 07:22:42 UTC,2017-02-15 07:22:42 UTC
Les Otanes,2016-03-06 23:52:19 UTC,2016-03-06 23:52:19 UTC,open,2017-02-15 07:22:42 UTC,2017-02-15 07:22:42 UTC
